warehouse_area_m2,daily_throughput,total_equipment_count,workers,shift_type,conveyor_count,rtv_agv_count,srm_count,robot_arm_count,rack_count,wms_implemented,agv_implemented,automation_level,season,day_of_week,equipment_age_years,condition_factor,conveyor_utilization,rtv_utilization,srm_utilization,robot_utilization,avg_conveyor_time,avg_rtv_time,avg_srm_time,avg_robot_time,equipment_efficiency,maintenance_frequency,processing_time_seconds,picking_accuracy_percent,error_rate_percent,labor_cost_per_order_krw
30000,47246,18,16,2,9,3,5,1,60,0,1,2,3,5,8,0.84,0.504,0.696,0.522,0.257,3.26,9.76,4.33,4.35,84.0,4.0,8.98,91.5,1.82,85000
30000,30860,42,27,2,24,10,5,3,60,0,0,3,4,6,19,0.62,0.345,0.477,0.537,0.24,4.0,12.0,4.01,3.55,62.0,9.5,10.06,83.7,3.74,85000
30000,59226,86,51,1,44,20,17,5,60,1,1,5,2,3,10,0.8,0.429,0.501,0.661,0.22,5.48,6.74,6.41,2.4,80.0,5.0,10.24,98.0,0.95,85000
15000,7255,40,33,3,16,11,11,2,30,1,0,3,2,5,18,0.64,0.477,0.551,0.697,0.202,5.51,8.3,9.83,1.64,64.0,9.0,15.0,87.5,2.51,85000
30000,61923,48,50,3,21,7,17,3,60,1,0,4,2,1,14,0.72,0.343,0.539,0.57,0.335,3.09,8.4,7.3,3.48,72.0,7.0,12.92,91.8,1.85,85000
10000,9891,45,51,2,19,14,9,3,20,1,0,4,2,3,2,0.96,0.764,0.42,0.72,0.436,6.26,7.53,6.19,4.37,96.0,1.0,6.1,98.0,0.5,85000
30000,74021,43,37,1,15,16,11,1,60,1,1,4,1,6,9,0.8200000000000001,0.371,0.517,0.881,0.328,7.34,11.29,6.1,1.33,82.0,4.5,9.88,98.0,1.03,85000
15000,15787,38,23,2,17,9,9,3,30,0,1,3,4,7,15,0.7,0.542,0.619,0.627,0.337,3.97,9.37,5.89,1.34,70.0,7.5,8.24,88.9,2.48,85000
15000,9034,94,94,1,44,24,23,3,30,1,1,5,3,3,17,0.6599999999999999,0.789,0.516,0.607,0.369,3.47,6.75,6.49,4.05,66.0,8.5,11.14,93.8,1.58,85000
10000,24855,73,55,3,35,16,20,2,20,1,1,5,3,4,7,0.86,0.76,0.691,0.716,0.383,7.73,10.04,4.39,2.86,86.0,3.5,6.93,98.0,0.68,85000
5000,9930,54,62,1,29,13,8,4,10,0,0,4,1,7,13,0.74,0.659,0.574,0.879,0.221,3.53,7.04,8.14,3.58,74.0,6.5,13.87,89.9,2.48,85000
30000,18412,42,27,1,19,12,9,2,60,1,1,4,4,3,12,0.76,0.439,0.549,0.632,0.376,7.28,10.11,9.29,1.81,76.0,6.0,6.73,96.3,1.3,85000
15000,33299,38,27,3,15,8,13,2,30,1,1,3,1,7,12,0.76,0.687,0.621,0.819,0.308,7.44,6.82,6.02,3.35,76.0,6.0,13.17,94.3,1.47,85000
10000,10363,56,50,2,25,15,15,1,20,1,1,4,3,4,16,0.6799999999999999,0.654,0.614,0.601,0.463,3.99,6.86,10.0,3.49,68.0,8.0,9.82,92.7,1.66,85000
30000,61367,32,30,2,10,9,11,2,60,1,1,3,1,5,2,0.96,0.791,0.607,0.853,0.579,5.43,10.21,9.11,2.43,96.0,1.0,6.37,98.0,0.57,85000
5000,5427,56,37,3,24,10,17,5,10,1,1,5,3,2,15,0.7,0.397,0.547,0.88,0.353,5.12,10.29,7.62,2.2,70.0,7.5,10.59,95.2,1.4,85000
30000,64513,79,84,2,42,18,16,3,60,0,0,5,3,1,9,0.8200000000000001,0.342,0.642,0.809,0.566,7.27,10.1,4.31,4.13,82.0,4.5,7.55,94.7,1.54,85000
15000,17128,27,28,3,6,8,11,2,30,0,0,2,1,2,5,0.9,0.799,0.407,0.834,0.346,7.21,9.33,9.41,4.7,90.0,2.5,8.97,91.5,1.8,85000
5000,2664,63,40,2,33,11,18,1,10,1,0,4,3,4,5,0.9,0.468,0.556,0.892,0.479,6.36,7.44,8.46,4.0,90.0,2.5,5.62,98.0,0.84,85000
15000,16566,67,78,1,31,12,20,4,30,1,1,4,1,6,5,0.9,0.395,0.646,0.547,0.462,4.71,10.49,7.3,2.81,90.0,2.5,6.87,98.0,0.67,85000
10000,23819,82,92,1,39,22,17,4,20,1,1,5,2,7,14,0.72,0.47,0.616,0.615,0.3,4.78,7.06,8.17,3.46,72.0,7.0,8.92,97.0,1.31,85000
30000,21029,83,75,2,36,14,29,4,60,1,1,5,2,2,12,0.76,0.454,0.661,0.806,0.299,3.18,6.61,8.37,1.8,76.0,6.0,10.26,97.7,1.13,85000
15000,13834,23,24,2,10,7,5,1,30,0,0,2,4,2,10,0.8,0.672,0.531,0.827,0.42,7.65,11.69,4.42,2.83,80.0,5.0,5.0,88.0,2.6,85000
10000,9799,49,32,3,17,16,13,3,20,0,0,4,3,5,15,0.7,0.746,0.529,0.579,0.375,5.04,8.57,7.51,3.08,70.0,7.5,10.52,88.5,2.8,85000
15000,13923,21,22,1,15,2,4,0,30,0,0,2,4,5,12,0.76,0.672,0.446,0.552,0.338,7.04,7.48,4.38,1.53,76.0,6.0,6.63,86.6,2.92,85000
30000,34493,60,63,3,25,23,10,2,60,1,1,5,3,5,7,0.86,0.449,0.605,0.583,0.52,7.02,8.49,5.7,2.14,86.0,3.5,7.1,98.0,0.68,85000
5000,4711,30,18,3,11,4,12,3,10,1,0,3,1,6,9,0.8200000000000001,0.434,0.473,0.591,0.336,5.49,8.63,5.31,1.52,82.0,4.5,9.8,94.1,1.5,85000
30000,19960,57,54,2,33,11,12,1,60,1,1,4,2,6,2,0.96,0.704,0.538,0.589,0.573,4.72,6.97,7.38,4.78,96.0,1.0,6.3,98.0,0.5,85000
10000,8571,51,56,2,23,17,10,1,20,1,1,4,1,2,15,0.7,0.8,0.617,0.546,0.407,5.94,7.05,9.78,1.7,70.0,7.5,13.75,94.5,1.57,85000
5000,2742,38,42,2,22,7,8,1,10,0,0,3,4,5,12,0.76,0.515,0.486,0.795,0.381,7.95,6.33,6.13,2.93,76.0,6.0,6.36,88.6,2.62,85000
5000,11435,20,23,2,8,3,9,0,10,0,0,2,4,1,1,0.98,0.353,0.607,0.604,0.302,7.99,7.13,4.89,1.39,98.0,0.5,5.0,94.3,1.16,85000
30000,53229,86,73,1,50,10,24,2,60,1,1,5,1,3,17,0.6599999999999999,0.633,0.642,0.703,0.222,5.68,11.61,7.59,4.24,66.0,8.5,18.12,96.4,1.58,85000
10000,11863,31,26,2,11,5,14,1,20,1,0,3,1,7,14,0.72,0.482,0.517,0.542,0.468,4.44,9.51,7.55,3.88,72.0,7.0,14.27,90.2,2.06,85000
15000,31894,24,20,3,10,7,6,1,30,0,1,2,1,3,11,0.78,0.668,0.698,0.752,0.348,4.13,11.24,8.89,1.94,78.0,5.5,14.2,88.7,2.21,85000
15000,14357,45,29,1,25,12,7,1,30,1,1,3,4,6,16,0.6799999999999999,0.396,0.457,0.808,0.306,6.84,7.24,5.93,2.86,68.0,8.0,7.32,90.3,1.83,85000
5000,3012,25,16,2,13,5,5,2,10,1,1,3,2,2,19,0.62,0.729,0.589,0.805,0.506,4.78,7.64,8.81,2.51,62.0,9.5,13.02,89.5,2.09,85000
30000,47532,32,29,2,15,5,10,2,60,0,1,2,3,6,4,0.92,0.575,0.597,0.653,0.313,6.61,11.17,7.92,3.05,92.0,2.0,5.03,94.3,1.31,85000
10000,9991,20,20,3,14,2,3,1,20,0,1,2,4,1,13,0.74,0.655,0.692,0.816,0.297,7.54,6.56,6.81,4.55,74.0,6.5,6.68,88.2,2.46,85000
15000,28914,33,27,3,20,4,7,2,30,0,1,3,4,7,14,0.72,0.751,0.655,0.666,0.245,3.38,9.46,7.86,4.4,72.0,7.0,6.47,89.0,2.35,85000
30000,19952,39,45,2,16,11,11,1,60,1,0,4,1,2,8,0.84,0.379,0.409,0.879,0.296,4.2,6.5,9.57,3.32,84.0,4.0,9.76,97.4,1.18,85000
15000,29222,50,41,1,15,16,16,3,30,1,1,4,3,3,3,0.94,0.718,0.43,0.77,0.299,3.08,7.0,7.64,3.84,94.0,1.5,5.0,98.0,0.5,85000
15000,36863,64,62,3,27,16,19,2,30,1,1,4,4,1,9,0.8200000000000001,0.527,0.659,0.867,0.599,3.77,11.18,5.6,3.36,82.0,4.5,5.64,97.3,1.03,85000
10000,7038,49,43,1,34,6,8,1,20,0,1,4,1,1,18,0.64,0.744,0.537,0.722,0.362,5.3,6.09,5.7,2.75,64.0,9.0,15.64,88.1,2.62,85000
30000,53947,30,29,3,12,10,5,3,60,0,1,3,1,2,1,0.98,0.578,0.621,0.634,0.506,5.16,8.91,7.89,1.07,98.0,0.5,7.85,98.0,0.69,85000
15000,13698,31,20,2,15,5,11,0,30,0,1,2,3,5,6,0.88,0.438,0.69,0.629,0.599,7.98,7.15,5.88,2.94,88.0,3.0,6.31,93.7,1.57,85000
30000,58759,64,68,3,32,16,12,4,60,1,1,4,1,7,13,0.74,0.361,0.56,0.852,0.364,5.41,6.42,5.67,2.3,74.0,6.5,16.24,96.3,1.39,85000
10000,10216,57,55,3,24,16,16,1,20,1,1,4,1,5,2,0.96,0.767,0.616,0.802,0.288,5.22,9.71,8.62,1.42,96.0,1.0,7.54,98.0,0.5,85000
30000,60395,34,34,3,15,5,11,3,60,1,1,3,1,3,13,0.74,0.709,0.504,0.823,0.343,3.5,11.77,7.92,2.82,74.0,6.5,12.7,92.7,1.56,85000
30000,17348,52,45,2,18,15,16,3,60,1,1,4,1,1,3,0.94,0.357,0.627,0.803,0.524,7.43,7.58,5.35,2.86,94.0,1.5,8.18,98.0,0.5,85000
10000,5070,48,39,2,19,12,14,3,20,1,1,4,3,2,8,0.84,0.727,0.634,0.541,0.243,3.51,6.07,7.29,4.89,84.0,4.0,6.24,98.0,0.94,85000
10000,25476,22,25,2,13,3,6,0,20,0,1,2,3,1,9,0.8200000000000001,0.744,0.51,0.557,0.478,3.82,10.52,9.81,4.12,82.0,4.5,7.32,91.1,1.95,85000
5000,7369,56,44,1,29,15,8,4,10,1,0,4,1,3,10,0.8,0.497,0.476,0.893,0.593,7.62,10.71,5.95,4.27,80.0,5.0,11.17,95.2,1.4,85000
10000,11223,25,21,2,15,3,6,1,20,0,0,2,1,2,7,0.86,0.315,0.422,0.764,0.373,6.82,11.96,7.95,1.2,86.0,3.5,10.98,90.1,2.12,85000
5000,11197,22,14,1,12,2,7,1,10,0,1,2,1,2,11,0.78,0.482,0.592,0.552,0.372,4.37,11.33,4.24,4.65,78.0,5.5,12.29,90.0,2.21,85000
5000,2976,36,21,1,14,4,15,3,10,0,1,3,4,6,9,0.8200000000000001,0.423,0.56,0.693,0.481,3.34,7.16,5.29,3.95,82.0,4.5,5.62,92.1,1.71,85000
5000,7878,23,16,1,9,3,9,2,10,0,0,2,3,3,17,0.6599999999999999,0.556,0.48,0.682,0.388,6.53,11.64,5.98,1.17,66.0,8.5,9.42,83.1,3.72,85000
30000,15567,34,23,2,18,7,7,2,60,0,0,3,2,7,1,0.98,0.627,0.517,0.578,0.493,3.77,11.13,7.09,1.42,98.0,0.5,5.51,96.3,0.86,85000
30000,25193,26,21,1,13,2,9,2,60,1,0,2,3,7,8,0.84,0.689,0.652,0.732,0.448,4.41,11.37,4.15,2.39,84.0,4.0,8.19,93.6,1.6,85000
15000,12148,50,33,2,24,8,15,3,30,1,1,3,2,3,12,0.76,0.586,0.521,0.645,0.287,6.35,11.82,5.05,3.39,76.0,6.0,9.07,94.0,1.47,85000
5000,9676,75,50,3,22,22,26,5,10,1,1,5,1,4,19,0.62,0.577,0.558,0.794,0.222,7.44,10.22,5.3,1.73,62.0,9.5,13.96,93.6,1.76,85000
5000,3476,45,44,1,15,9,20,1,10,1,1,4,2,2,3,0.94,0.721,0.628,0.567,0.533,3.98,11.36,6.75,3.71,94.0,1.5,5.68,98.0,0.5,85000
30000,48064,25,15,1,10,9,5,1,60,0,0,3,1,6,6,0.88,0.649,0.487,0.634,0.323,3.1,9.5,8.19,4.42,88.0,3.0,9.13,92.8,1.66,85000
30000,43475,16,16,3,7,4,4,1,60,0,0,2,3,5,1,0.98,0.707,0.687,0.854,0.573,7.29,10.16,5.02,2.09,98.0,0.5,5.0,94.3,1.16,82640
5000,12541,27,31,1,12,8,6,1,10,0,0,2,1,6,4,0.92,0.427,0.665,0.725,0.274,4.12,8.96,9.77,4.08,92.0,2.0,6.97,92.2,1.64,85000
10000,24821,40,25,3,21,4,14,1,20,0,0,3,2,1,18,0.64,0.477,0.584,0.734,0.419,6.2,7.56,4.51,1.48,64.0,9.0,14.15,84.4,3.58,85000
30000,17944,65,54,1,34,13,17,1,60,1,1,4,1,2,9,0.8200000000000001,0.383,0.414,0.812,0.301,7.15,10.22,9.67,2.64,82.0,4.5,9.22,98.0,1.03,85000
15000,8118,28,26,2,15,6,6,1,30,1,0,2,3,5,12,0.76,0.471,0.65,0.61,0.493,3.47,11.71,7.73,3.83,76.0,6.0,7.91,89.3,2.04,85000
30000,71659,51,52,1,34,6,10,1,60,1,1,4,1,3,8,0.84,0.411,0.647,0.743,0.378,7.72,6.29,9.1,4.99,84.0,4.0,8.59,98.0,0.94,85000
30000,14484,39,27,1,14,10,12,3,60,0,0,3,3,1,7,0.86,0.394,0.587,0.635,0.284,4.57,7.07,9.41,2.59,86.0,3.5,6.27,92.1,1.82,85000
30000,14764,92,60,3,46,18,22,6,60,1,1,5,3,1,12,0.76,0.373,0.522,0.545,0.431,3.2,9.16,9.32,4.35,76.0,6.0,7.18,98.0,1.13,85000
10000,18887,62,38,3,24,14,20,4,20,1,1,4,4,5,4,0.92,0.542,0.606,0.812,0.208,7.45,9.42,8.87,4.23,92.0,2.0,5.0,98.0,0.58,85000
10000,17937,39,31,1,19,10,8,2,20,1,0,4,3,5,15,0.7,0.682,0.452,0.629,0.59,7.93,9.08,9.61,3.09,70.0,7.5,9.81,91.4,1.96,85000
5000,7392,43,38,1,21,9,10,3,10,1,1,4,2,7,6,0.88,0.659,0.571,0.795,0.257,7.41,9.49,4.76,2.85,88.0,3.0,8.3,98.0,0.76,85000
15000,31089,59,52,3,34,8,13,4,30,1,1,4,3,1,14,0.72,0.524,0.422,0.882,0.289,7.61,8.56,9.91,3.22,72.0,7.0,8.47,95.0,1.48,85000
10000,10268,72,83,3,25,25,20,2,20,1,1,5,4,6,2,0.96,0.344,0.59,0.866,0.283,6.33,6.47,7.62,1.66,96.0,1.0,5.0,98.0,0.5,85000
5000,2455,32,27,1,19,4,8,1,10,1,0,3,3,4,14,0.72,0.431,0.665,0.857,0.279,6.07,6.53,6.35,3.85,72.0,7.0,10.42,91.2,2.06,85000
5000,5055,70,56,2,33,14,20,3,10,1,1,4,1,6,3,0.94,0.313,0.502,0.821,0.559,5.59,8.73,4.18,4.52,94.0,1.5,5.9,98.0,0.5,85000
5000,2870,56,64,1,20,13,19,4,10,0,1,5,3,4,12,0.76,0.393,0.481,0.82,0.382,6.35,7.91,6.29,4.96,76.0,6.0,8.41,94.1,1.62,85000
10000,16250,36,23,1,18,10,5,3,20,1,1,3,1,7,1,0.98,0.627,0.421,0.752,0.581,5.7,10.29,7.34,4.42,98.0,0.5,5.17,98.0,0.5,85000
15000,13237,17,17,1,5,4,7,1,30,0,1,2,2,6,13,0.74,0.334,0.539,0.828,0.446,7.16,8.96,4.71,1.05,74.0,6.5,9.88,87.5,2.46,85000
5000,9900,75,70,3,38,20,14,3,10,1,1,5,1,1,16,0.6799999999999999,0.307,0.572,0.661,0.35,3.91,8.58,9.91,2.19,68.0,8.0,17.65,95.7,1.49,85000
5000,5071,19,11,2,6,5,8,0,10,1,0,2,2,3,3,0.94,0.352,0.647,0.584,0.358,4.58,8.4,4.9,3.01,94.0,1.5,6.56,97.3,1.04,85000
30000,58488,65,54,1,26,22,15,2,60,1,1,5,4,3,13,0.74,0.539,0.413,0.624,0.317,7.06,6.53,8.83,3.68,74.0,6.5,6.41,98.0,1.22,85000
5000,9650,28,27,3,15,6,6,1,10,1,0,2,4,6,4,0.92,0.617,0.432,0.751,0.238,3.47,10.37,5.94,4.91,92.0,2.0,5.0,94.3,1.15,85000
5000,7638,30,28,2,10,8,10,2,10,1,0,2,1,1,12,0.76,0.784,0.698,0.816,0.465,4.73,7.03,4.47,3.77,76.0,6.0,13.53,91.3,2.04,85000
15000,16989,54,36,1,21,9,20,4,30,1,1,4,4,5,19,0.62,0.748,0.695,0.755,0.265,7.53,9.1,4.92,4.69,62.0,9.5,9.3,92.4,1.93,85000
15000,10097,22,17,1,7,4,10,1,30,0,0,2,3,5,9,0.8200000000000001,0.643,0.674,0.743,0.424,7.81,9.76,5.56,2.17,82.0,4.5,8.02,88.7,2.44,85000
10000,6449,25,16,3,14,2,9,0,20,0,0,2,3,2,13,0.74,0.499,0.557,0.661,0.32,7.02,7.63,8.34,1.82,74.0,6.5,9.78,85.9,3.08,85000
15000,37511,45,37,1,22,12,8,3,30,0,0,3,4,5,11,0.78,0.477,0.593,0.598,0.244,6.97,6.59,5.63,4.42,78.0,5.5,6.16,89.3,2.46,85000
5000,4913,32,34,3,19,6,5,2,10,0,1,3,3,1,19,0.62,0.388,0.688,0.777,0.521,4.99,8.02,5.41,2.92,62.0,9.5,11.76,85.8,2.99,85000
15000,28018,42,25,3,24,8,9,1,30,1,1,3,1,1,11,0.78,0.507,0.62,0.774,0.533,4.25,9.66,7.51,2.48,78.0,5.5,9.75,93.2,1.38,85000
30000,76374,66,48,2,38,10,15,3,60,1,1,5,2,5,6,0.88,0.367,0.496,0.865,0.364,6.74,6.68,5.49,4.23,88.0,3.0,7.5,98.0,0.59,85000
15000,30252,40,39,2,12,12,14,2,30,1,0,3,2,2,17,0.6599999999999999,0.541,0.499,0.796,0.325,7.13,9.57,8.76,4.96,66.0,8.5,13.48,87.4,2.39,85000
15000,10561,72,69,1,38,11,18,5,30,1,1,5,2,5,4,0.92,0.608,0.607,0.662,0.55,5.08,8.42,4.22,3.2,92.0,2.0,6.62,98.0,0.5,85000
15000,31547,64,42,3,33,7,20,4,30,1,1,4,4,3,11,0.78,0.639,0.572,0.692,0.397,6.61,11.63,4.55,1.08,78.0,5.5,6.0,98.0,1.21,85000
30000,73987,42,43,1,20,6,15,1,60,0,1,4,4,1,11,0.78,0.334,0.699,0.616,0.26,4.2,11.62,7.12,2.46,78.0,5.5,6.13,94.0,1.73,85000
5000,5390,34,26,3,19,4,10,1,10,1,0,3,4,6,5,0.9,0.489,0.599,0.602,0.251,3.29,7.83,4.95,1.7,90.0,2.5,5.0,97.0,1.05,85000
30000,58074,76,86,1,40,19,11,6,60,1,0,5,2,3,15,0.7,0.595,0.558,0.581,0.381,6.98,9.54,4.58,3.19,70.0,7.5,13.58,94.6,1.75,85000
5000,4203,24,23,2,12,4,6,2,10,1,0,3,1,6,5,0.9,0.634,0.412,0.656,0.516,7.02,10.3,5.23,1.99,90.0,2.5,8.38,96.5,1.05,85000
5000,7508,56,53,1,26,17,10,3,10,1,1,4,4,1,14,0.72,0.547,0.44,0.854,0.46,3.82,6.2,4.85,3.44,72.0,7.0,6.93,93.2,1.48,85000
15000,31034,33,28,2,11,6,15,1,30,0,1,3,2,5,18,0.64,0.692,0.428,0.708,0.535,7.15,11.74,8.19,1.83,64.0,9.0,14.12,86.4,2.86,85000
10000,19490,24,25,3,10,7,5,2,20,0,0,2,3,7,13,0.74,0.73,0.684,0.872,0.353,3.39,7.03,4.36,1.42,74.0,6.5,8.61,85.9,3.08,85000
5000,11863,25,25,1,9,7,7,2,10,1,1,2,4,7,5,0.9,0.702,0.53,0.814,0.385,7.7,8.92,6.78,4.14,90.0,2.5,5.0,96.0,1.01,85000
5000,12671,55,36,1,20,17,15,3,10,0,1,4,2,3,17,0.6599999999999999,0.399,0.495,0.613,0.412,3.26,6.95,8.88,1.53,66.0,8.5,15.28,88.6,2.5,85000
10000,23110,44,42,2,21,9,13,1,20,1,0,3,3,1,15,0.7,0.569,0.541,0.618,0.311,5.5,6.96,6.04,2.3,70.0,7.5,9.2,91.0,2.17,85000
15000,32887,75,88,1,32,18,21,4,30,1,1,5,2,3,16,0.6799999999999999,0.652,0.577,0.68,0.543,7.78,8.99,9.59,3.33,68.0,8.0,13.12,95.3,1.49,85000
30000,20525,24,20,3,6,8,8,2,60,0,0,2,4,7,8,0.84,0.585,0.628,0.56,0.429,4.27,7.37,4.07,1.52,84.0,4.0,5.0,89.4,2.28,85000
5000,8806,21,23,2,10,4,7,0,10,1,0,2,1,3,15,0.7,0.336,0.624,0.521,0.417,4.3,9.53,5.57,4.94,70.0,7.5,14.3,87.4,2.38,85000
5000,10028,54,63,3,31,8,14,1,10,1,0,4,1,2,8,0.84,0.671,0.606,0.804,0.413,6.19,11.72,4.61,2.24,84.0,4.0,10.73,95.7,1.18,85000
30000,60243,78,79,2,32,25,17,4,60,1,1,5,2,1,13,0.74,0.424,0.678,0.873,0.488,6.83,6.55,7.08,1.93,74.0,6.5,11.33,97.1,1.22,85000
30000,20870,24,28,1,15,2,6,1,60,1,0,2,1,7,19,0.62,0.455,0.484,0.889,0.261,6.67,6.0,7.58,4.66,62.0,9.5,16.17,85.7,2.83,85000
30000,61715,25,21,1,13,6,4,2,60,0,0,2,1,3,5,0.9,0.513,0.561,0.509,0.378,6.91,10.08,7.81,4.64,90.0,2.5,8.08,91.5,1.8,85000
5000,8604,25,17,2,9,2,12,2,10,0,0,2,4,5,5,0.9,0.364,0.658,0.738,0.334,7.08,10.82,9.07,1.46,90.0,2.5,5.0,91.5,1.8,85000
15000,31754,70,52,1,34,19,13,4,30,1,1,5,1,4,11,0.78,0.446,0.424,0.695,0.326,4.01,11.72,6.66,1.7,78.0,5.5,11.92,97.5,1.04,85000
10000,14903,18,11,2,6,5,7,0,20,1,1,2,2,3,17,0.6599999999999999,0.702,0.441,0.81,0.519,5.69,7.86,4.87,3.95,66.0,8.5,15.79,88.0,2.08,85000
5000,4695,27,27,3,7,8,12,0,10,0,0,2,2,2,15,0.7,0.34,0.546,0.562,0.348,4.65,8.54,7.43,4.61,70.0,7.5,13.69,84.5,3.4,85000
10000,25963,36,34,3,20,8,5,3,20,1,0,3,3,2,7,0.86,0.515,0.54,0.596,0.558,5.71,11.87,8.86,3.22,86.0,3.5,6.48,96.8,1.27,85000
10000,6785,61,56,2,24,13,22,2,20,0,1,5,4,5,12,0.76,0.626,0.63,0.884,0.4,3.56,8.64,6.87,4.59,76.0,6.0,6.83,94.4,1.62,85000
10000,20739,47,42,2,20,8,18,1,20,1,1,4,2,3,18,0.64,0.705,0.684,0.554,0.399,4.07,6.36,5.95,1.57,64.0,9.0,14.56,89.8,1.84,85000
5000,13143,55,46,2,31,11,9,4,10,1,1,4,2,7,12,0.76,0.312,0.637,0.505,0.317,3.03,8.26,4.38,4.65,76.0,6.0,12.61,95.8,1.3,85000
5000,12444,33,37,3,18,4,10,1,10,1,0,3,2,6,12,0.76,0.445,0.599,0.671,0.556,7.23,9.15,8.15,4.53,76.0,6.0,8.55,92.9,1.83,85000
15000,16360,82,81,2,31,21,28,2,30,1,1,5,4,3,8,0.84,0.527,0.516,0.893,0.356,3.4,6.54,7.54,3.4,84.0,4.0,5.13,98.0,0.77,85000
10000,24059,74,65,1,44,13,13,4,20,1,1,5,3,3,17,0.6599999999999999,0.387,0.687,0.842,0.292,4.64,7.26,6.95,1.08,66.0,8.5,11.13,95.1,1.58,85000
10000,4968,27,30,3,9,7,11,0,20,0,0,2,3,3,6,0.88,0.363,0.692,0.592,0.509,4.69,6.86,9.15,2.24,88.0,3.0,7.34,90.8,1.96,85000
5000,8769,79,56,3,42,14,19,4,10,1,1,5,4,2,6,0.88,0.614,0.507,0.629,0.209,5.5,8.9,4.95,4.06,88.0,3.0,5.0,98.0,0.59,85000
30000,34096,40,26,1,14,12,12,2,60,0,1,3,3,7,1,0.98,0.447,0.426,0.804,0.326,5.3,7.42,7.76,2.21,98.0,0.5,5.0,98.0,0.69,85000
15000,17271,83,69,1,30,25,22,6,30,1,1,5,1,3,18,0.64,0.772,0.413,0.701,0.434,7.6,6.29,7.44,4.41,64.0,9.0,17.82,92.9,1.67,85000
15000,15072,19,16,3,9,3,7,0,30,0,0,2,1,1,8,0.84,0.407,0.419,0.73,0.449,5.53,10.9,9.17,3.46,84.0,4.0,9.95,89.4,2.28,85000
10000,6536,50,50,2,22,8,19,1,20,1,1,4,3,7,5,0.9,0.758,0.568,0.562,0.517,7.57,7.02,8.9,4.73,90.0,2.5,5.0,98.0,0.67,85000
5000,10168,61,72,3,23,23,11,4,10,1,1,5,4,1,1,0.98,0.338,0.683,0.646,0.565,6.9,10.53,7.64,3.51,98.0,0.5,5.0,98.0,0.5,85000
5000,4295,41,44,2,16,11,12,2,10,1,0,3,3,1,17,0.6599999999999999,0.667,0.433,0.845,0.536,6.26,9.01,8.33,1.02,66.0,8.5,12.03,88.2,2.39,85000
15000,31597,44,30,1,16,11,13,4,30,1,1,4,4,1,3,0.94,0.457,0.643,0.606,0.286,7.13,11.92,7.34,2.11,94.0,1.5,5.0,98.0,0.5,85000
10000,6155,24,26,2,8,3,12,1,20,0,1,2,2,7,9,0.8200000000000001,0.627,0.686,0.81,0.521,5.66,7.12,6.55,3.2,82.0,4.5,9.96,90.5,1.95,85000
5000,2915,71,53,1,23,21,22,5,10,1,1,5,1,2,14,0.72,0.718,0.606,0.705,0.383,6.21,10.08,7.35,3.5,72.0,7.0,16.39,96.4,1.31,85000
5000,3573,87,79,1,45,25,14,3,10,1,1,5,1,1,16,0.6799999999999999,0.451,0.573,0.699,0.432,4.43,8.2,4.5,1.21,68.0,8.0,15.18,94.7,1.49,85000
10000,9170,63,57,3,33,8,19,3,20,1,1,4,2,3,6,0.88,0.484,0.438,0.517,0.313,4.22,9.36,4.13,3.08,88.0,3.0,7.52,98.0,0.76,85000
10000,10942,27,20,1,12,6,8,1,20,1,0,2,3,6,4,0.92,0.796,0.678,0.623,0.245,7.2,11.98,5.76,2.43,92.0,2.0,5.42,95.1,1.15,85000
15000,10520,99,75,3,50,21,25,3,30,1,1,5,3,1,5,0.9,0.353,0.598,0.834,0.487,5.62,6.27,9.6,3.82,90.0,2.5,5.87,98.0,0.5,85000
15000,16529,19,20,3,9,2,8,0,30,1,0,2,1,4,8,0.84,0.557,0.662,0.616,0.234,7.68,8.27,7.46,4.17,84.0,4.0,11.52,91.8,1.6,85000
10000,7033,27,20,2,10,6,11,0,20,0,0,2,1,4,1,0.98,0.612,0.569,0.661,0.458,5.75,7.5,6.39,2.71,98.0,0.5,5.86,94.3,1.16,85000
15000,10422,45,33,1,22,11,11,1,30,0,1,3,4,7,1,0.98,0.698,0.543,0.817,0.344,7.69,9.2,7.58,1.13,98.0,0.5,5.0,98.0,0.69,85000
10000,5777,28,25,2,11,10,5,2,20,0,1,3,4,1,10,0.8,0.405,0.495,0.596,0.423,3.54,11.6,6.0,1.88,80.0,5.0,5.14,92.0,1.84,85000
10000,20548,77,58,1,20,22,30,5,20,1,1,5,4,4,3,0.94,0.573,0.577,0.874,0.203,3.24,7.15,5.0,1.72,94.0,1.5,5.0,98.0,0.5,85000
5000,3544,65,71,1,34,13,13,5,10,1,1,5,2,6,16,0.6799999999999999,0.639,0.571,0.878,0.377,6.0,8.86,9.6,1.3,68.0,8.0,15.5,95.7,1.49,85000
15000,14252,19,11,3,14,2,3,0,30,1,0,2,4,3,19,0.62,0.423,0.637,0.754,0.413,4.96,7.75,8.94,2.81,62.0,9.5,12.01,85.0,2.83,85000
15000,16420,48,41,2,17,9,19,3,30,1,1,4,4,3,12,0.76,0.467,0.609,0.779,0.482,5.46,11.49,6.94,2.8,76.0,6.0,6.56,94.8,1.3,85000
