warehouse_area_m2,daily_throughput,total_equipment_count,workers,shift_type,conveyor_count,rtv_agv_count,srm_count,robot_arm_count,rack_count,wms_implemented,agv_implemented,automation_level,season,day_of_week,equipment_age_years,condition_factor,conveyor_utilization,rtv_utilization,srm_utilization,robot_utilization,avg_conveyor_time,avg_rtv_time,avg_srm_time,avg_robot_time,equipment_efficiency,maintenance_frequency,processing_time_seconds,picking_accuracy_percent,error_rate_percent,labor_cost_per_order_krw
30000,19881,101,114,3,44,24,30,3,60,1,1,5,3,1,7,0.86,0.466,0.409,0.743,0.428,3.49,9.57,9.99,4.78,86.0,3.5,6.12,98.0,0.68,85000
15000,39456,19,21,2,8,5,6,0,30,0,0,2,2,2,3,0.94,0.335,0.599,0.711,0.531,4.11,7.17,8.76,3.82,94.0,1.5,6.14,92.9,1.48,85000
15000,9989,54,34,2,27,9,14,4,30,1,1,4,1,3,17,0.6599999999999999,0.75,0.517,0.757,0.311,3.9,6.13,5.34,3.42,66.0,8.5,15.86,92.1,1.75,85000
5000,4364,57,37,1,24,13,15,5,10,1,0,5,3,6,14,0.72,0.781,0.445,0.713,0.427,7.61,9.76,4.87,2.75,72.0,7.0,10.02,95.2,1.64,85000
15000,8734,59,53,3,35,8,12,4,30,1,1,4,1,4,12,0.76,0.321,0.431,0.535,0.419,4.08,11.16,6.67,3.78,76.0,6.0,11.11,95.0,1.3,85000
5000,10549,20,17,2,7,4,9,0,10,0,0,2,1,1,16,0.6799999999999999,0.778,0.683,0.54,0.578,6.98,10.67,4.54,1.72,68.0,8.0,17.26,83.8,3.56,85000
15000,24634,23,18,1,7,6,8,2,30,0,0,2,3,5,13,0.74,0.409,0.483,0.769,0.348,3.4,6.83,6.23,4.7,74.0,6.5,8.44,85.9,3.08,85000
15000,34448,35,34,2,15,4,14,2,30,0,1,3,4,5,4,0.92,0.781,0.527,0.806,0.247,7.45,9.8,7.77,1.57,92.0,2.0,5.0,95.3,1.07,85000
15000,15647,67,75,2,30,15,20,2,30,1,1,4,1,5,3,0.94,0.396,0.526,0.736,0.442,4.46,11.52,9.49,2.57,94.0,1.5,8.82,98.0,0.5,85000
15000,30045,56,48,3,26,15,13,2,30,1,1,4,2,3,5,0.9,0.691,0.651,0.877,0.381,5.5,11.77,6.75,3.01,90.0,2.5,6.74,98.0,0.67,85000
30000,14669,29,34,1,14,3,12,0,60,1,0,2,4,7,6,0.88,0.701,0.489,0.539,0.408,5.64,10.78,9.81,1.22,88.0,3.0,5.34,95.8,1.37,85000
10000,11981,59,37,1,29,6,20,4,20,1,1,4,2,3,12,0.76,0.372,0.449,0.565,0.556,3.38,10.81,5.4,2.87,76.0,6.0,11.58,97.5,1.3,85000
10000,9834,63,71,1,33,10,14,6,20,1,1,5,3,7,18,0.64,0.437,0.637,0.842,0.568,3.81,7.82,9.16,1.79,64.0,9.0,10.34,94.4,1.67,85000
5000,10642,88,65,3,38,19,26,5,10,1,1,5,1,3,16,0.6799999999999999,0.508,0.637,0.67,0.308,7.31,9.58,7.55,3.44,68.0,8.0,12.81,95.6,1.49,85000
30000,67552,61,50,3,29,16,14,2,60,1,1,4,3,1,5,0.9,0.765,0.533,0.821,0.571,7.87,11.39,5.9,4.85,90.0,2.5,5.96,98.0,0.67,85000
5000,4047,56,48,3,23,9,20,4,10,0,1,4,4,5,9,0.8200000000000001,0.366,0.505,0.622,0.547,5.05,6.74,4.06,3.89,82.0,4.5,5.67,95.1,1.47,85000
30000,46637,64,49,2,33,14,14,3,60,1,1,4,1,6,13,0.74,0.658,0.688,0.566,0.599,4.96,10.34,7.43,2.95,74.0,6.5,12.33,94.3,1.39,85000
30000,28441,69,79,3,33,18,17,1,60,1,1,4,1,3,17,0.6599999999999999,0.399,0.549,0.782,0.394,3.82,11.58,5.97,4.15,66.0,8.5,18.82,93.5,1.75,85000
5000,3290,33,28,1,12,8,12,1,10,1,0,2,4,5,9,0.8200000000000001,0.629,0.435,0.655,0.45,4.45,6.39,4.49,1.5,82.0,4.5,5.7,90.9,1.71,85000
15000,8824,42,28,3,25,8,8,1,30,1,0,3,3,6,9,0.8200000000000001,0.67,0.618,0.879,0.301,6.71,6.33,7.79,2.4,82.0,4.5,7.99,95.0,1.5,85000
10000,25502,26,16,3,6,8,10,2,20,1,0,2,2,5,4,0.92,0.402,0.639,0.609,0.518,5.7,10.6,7.32,2.34,92.0,2.0,6.87,95.7,1.15,85000
10000,25181,16,15,1,7,6,3,0,20,1,0,2,1,5,16,0.6799999999999999,0.523,0.56,0.89,0.593,3.49,9.23,8.9,1.95,68.0,8.0,16.28,88.1,2.49,85000
5000,10710,48,39,1,22,11,14,1,10,1,0,3,1,1,12,0.76,0.504,0.568,0.666,0.555,5.41,10.94,9.04,4.3,76.0,6.0,13.71,91.8,1.83,85000
30000,43493,39,40,3,10,12,15,2,60,0,1,3,4,3,5,0.9,0.784,0.506,0.632,0.348,3.46,9.75,5.43,4.21,90.0,2.5,5.0,95.3,1.2,85000
30000,19066,24,21,3,9,5,10,0,60,0,0,2,3,7,13,0.74,0.453,0.499,0.528,0.313,6.58,9.81,4.49,1.46,74.0,6.5,10.22,85.9,3.08,85000
15000,31321,27,24,1,9,6,12,0,30,0,0,2,2,4,8,0.84,0.488,0.518,0.684,0.462,4.3,6.14,4.85,2.76,84.0,4.0,7.98,89.4,2.28,85000
10000,5180,71,81,1,28,22,19,2,20,1,1,5,2,7,19,0.62,0.6,0.558,0.685,0.584,3.93,6.95,8.28,1.3,62.0,9.5,11.24,93.5,1.76,85000
10000,7007,45,48,1,24,11,8,2,20,1,1,3,1,3,11,0.78,0.784,0.464,0.576,0.464,4.21,11.63,4.07,1.02,78.0,5.5,9.04,94.8,1.38,85000
30000,61700,35,24,1,15,10,8,2,60,1,1,4,2,3,8,0.84,0.758,0.522,0.551,0.29,6.68,10.06,9.8,1.06,84.0,4.0,8.62,98.0,0.94,85000
15000,7733,50,30,2,18,8,20,4,30,0,1,4,4,1,9,0.8200000000000001,0.639,0.646,0.878,0.464,5.38,7.91,6.16,2.34,82.0,4.5,6.36,94.3,1.47,85000
15000,10440,21,23,2,12,3,6,0,30,0,0,2,1,4,9,0.8200000000000001,0.752,0.471,0.57,0.478,7.88,10.5,5.71,2.68,82.0,4.5,12.04,88.7,2.44,85000
10000,9543,55,65,1,25,13,14,3,20,0,1,4,4,7,6,0.88,0.39,0.679,0.765,0.322,3.23,9.52,5.34,4.84,88.0,3.0,5.0,97.2,1.09,85000
15000,10137,74,70,1,39,19,12,4,30,1,1,5,1,6,8,0.84,0.634,0.595,0.876,0.485,6.98,11.43,8.05,2.16,84.0,4.0,10.69,98.0,0.77,85000
30000,58452,76,53,1,33,19,21,3,60,1,1,5,3,6,19,0.62,0.77,0.465,0.897,0.495,4.96,6.78,5.92,1.77,62.0,9.5,12.48,93.3,1.76,85000
30000,61978,67,58,1,29,17,18,3,60,1,1,4,2,5,13,0.74,0.336,0.598,0.786,0.462,6.8,7.07,7.52,4.76,74.0,6.5,12.92,95.8,1.39,85000
5000,5988,57,63,1,29,12,14,2,10,1,1,4,1,1,12,0.76,0.495,0.505,0.673,0.497,5.51,10.88,8.47,1.08,76.0,6.0,14.74,96.4,1.3,85000
10000,21672,25,28,1,13,6,5,1,20,1,1,3,4,6,13,0.74,0.418,0.695,0.717,0.465,4.39,7.93,6.01,3.79,74.0,6.5,7.98,94.2,1.56,85000
30000,16741,48,40,2,15,13,17,3,60,1,0,4,4,6,6,0.88,0.545,0.466,0.703,0.216,7.52,10.91,8.35,3.44,88.0,3.0,5.0,98.0,0.95,85000
5000,10239,19,20,1,5,8,6,0,10,1,0,2,2,2,12,0.76,0.656,0.632,0.5,0.402,4.18,11.25,4.92,3.67,76.0,6.0,9.8,91.4,2.04,85000
30000,55285,43,30,1,24,6,12,1,60,1,1,3,1,7,8,0.84,0.793,0.681,0.642,0.36,6.73,6.8,5.88,1.47,84.0,4.0,8.94,96.9,1.11,85000
5000,9078,51,48,1,29,6,12,4,10,1,1,4,2,5,10,0.8,0.741,0.477,0.64,0.292,7.93,6.92,6.2,1.8,80.0,5.0,8.9,97.1,1.12,85000
5000,12539,30,21,3,11,5,12,2,10,0,0,3,3,2,7,0.86,0.582,0.521,0.696,0.342,4.4,10.05,8.67,4.5,86.0,3.5,5.96,92.1,1.82,85000
30000,16587,47,33,2,21,7,15,4,60,1,0,4,2,5,11,0.78,0.694,0.663,0.799,0.558,3.38,11.58,6.38,4.69,78.0,5.5,10.33,95.5,1.51,85000
10000,18576,59,42,1,30,7,19,3,20,1,1,4,4,6,7,0.86,0.698,0.419,0.877,0.286,5.56,6.38,9.37,4.92,86.0,3.5,5.0,98.0,0.85,85000
30000,33917,18,15,3,6,2,9,1,60,0,1,2,3,3,8,0.84,0.385,0.4,0.848,0.469,3.49,9.98,7.67,2.89,84.0,4.0,7.52,90.9,1.82,85000
30000,62464,61,41,3,34,10,14,3,60,1,0,4,3,2,9,0.8200000000000001,0.617,0.622,0.867,0.554,7.21,11.67,7.22,1.03,82.0,4.5,7.12,94.7,1.29,85000
10000,23100,89,54,2,43,17,23,6,20,1,1,5,2,6,10,0.8,0.681,0.612,0.631,0.241,4.32,6.79,5.77,2.05,80.0,5.0,10.02,98.0,0.95,85000
15000,7926,71,61,3,31,21,15,4,30,1,1,5,2,3,13,0.74,0.587,0.586,0.874,0.266,5.72,6.35,6.15,1.59,74.0,6.5,11.36,97.3,1.22,85000
5000,2957,92,105,2,40,22,26,4,10,1,1,5,1,5,1,0.98,0.771,0.586,0.839,0.299,6.7,10.69,6.38,2.54,98.0,0.5,6.04,98.0,0.5,85000
5000,7902,21,13,3,13,4,3,1,10,1,0,2,2,7,16,0.6799999999999999,0.334,0.574,0.636,0.241,3.92,8.07,8.84,1.7,68.0,8.0,13.28,86.1,2.49,85000
5000,9831,46,36,1,25,7,13,1,10,1,0,4,4,2,14,0.72,0.713,0.438,0.674,0.444,6.38,10.17,8.37,3.61,72.0,7.0,7.26,93.4,1.85,85000
10000,10399,32,35,2,15,6,8,3,20,0,1,3,2,6,18,0.64,0.355,0.665,0.783,0.296,7.43,9.83,9.72,4.92,64.0,9.0,13.32,85.4,2.86,85000
15000,12053,19,21,3,7,2,9,1,30,0,0,2,4,1,15,0.7,0.694,0.422,0.663,0.335,6.93,8.46,8.11,3.41,70.0,7.5,8.64,84.5,3.4,85000
30000,49265,42,38,3,19,7,13,3,60,0,1,3,1,5,10,0.8,0.633,0.42,0.85,0.576,6.09,11.29,4.79,4.19,80.0,5.0,10.9,91.2,1.84,85000
30000,59990,90,75,2,43,17,25,5,60,1,1,5,1,3,11,0.78,0.724,0.516,0.714,0.46,4.74,7.76,6.85,1.86,78.0,5.5,11.81,97.9,1.04,85000
10000,16521,23,22,2,12,3,8,0,20,0,1,2,4,2,17,0.6599999999999999,0.33,0.579,0.787,0.591,7.04,7.66,8.26,4.05,66.0,8.5,8.01,85.6,2.98,85000
5000,2919,45,33,3,24,8,9,4,10,1,1,4,2,5,13,0.74,0.315,0.626,0.837,0.311,4.07,11.49,8.58,1.45,74.0,6.5,11.81,95.2,1.39,85000
15000,36102,77,80,3,32,21,21,3,30,1,1,5,1,1,1,0.98,0.38,0.476,0.814,0.373,4.01,9.91,8.4,1.5,98.0,0.5,5.67,98.0,0.5,85000
10000,5382,24,16,2,5,8,11,0,20,1,0,2,1,5,9,0.8200000000000001,0.455,0.503,0.648,0.338,6.94,10.49,4.03,2.19,82.0,4.5,9.92,90.9,1.71,85000
5000,2974,58,60,2,33,15,8,2,10,1,1,4,4,2,10,0.8,0.699,0.685,0.856,0.383,6.18,7.38,6.42,4.48,80.0,5.0,5.93,96.2,1.12,85000
15000,33610,78,63,2,27,20,28,3,30,1,0,5,1,1,1,0.98,0.553,0.578,0.804,0.443,6.08,10.74,9.69,2.51,98.0,0.5,5.96,98.0,0.5,85000
10000,25722,69,60,3,21,18,25,5,20,1,1,5,2,4,18,0.64,0.549,0.504,0.568,0.535,7.38,9.24,5.47,1.38,64.0,9.0,14.36,94.2,1.67,85000
5000,11975,29,29,3,13,6,8,2,10,1,0,2,1,5,4,0.92,0.655,0.593,0.808,0.344,3.9,7.23,4.07,2.4,92.0,2.0,7.82,96.1,1.15,85000
30000,51121,59,47,3,27,10,19,3,60,1,0,4,4,5,18,0.64,0.43,0.518,0.702,0.557,7.34,9.45,5.33,2.61,64.0,9.0,7.96,91.3,2.3,85000
5000,9891,29,32,3,10,7,11,1,10,1,1,2,4,5,6,0.88,0.497,0.612,0.528,0.572,4.72,9.14,4.83,4.78,88.0,3.0,5.0,95.1,1.1,85000
5000,3334,65,55,2,29,16,17,3,10,1,1,4,4,4,11,0.78,0.514,0.694,0.698,0.524,6.33,8.88,6.84,2.37,78.0,5.5,6.17,96.1,1.21,85000
10000,5356,29,28,2,14,3,11,1,20,1,1,2,3,2,19,0.62,0.445,0.618,0.792,0.289,7.52,8.95,8.07,1.58,62.0,9.5,12.46,86.7,2.26,85000
10000,18656,18,21,1,10,5,3,0,20,1,1,2,4,2,16,0.6799999999999999,0.768,0.53,0.517,0.256,3.4,9.53,5.12,2.99,68.0,8.0,6.57,89.5,1.99,85000
5000,13029,66,65,1,33,14,15,4,10,1,1,4,1,4,11,0.78,0.752,0.454,0.693,0.563,4.61,11.81,4.58,4.61,78.0,5.5,11.21,97.4,1.21,85000
10000,16500,65,44,2,21,23,18,3,20,1,1,5,2,3,1,0.98,0.672,0.579,0.882,0.441,7.51,7.47,7.36,3.17,98.0,0.5,5.35,98.0,0.5,85000
15000,27990,15,17,3,5,5,3,2,30,1,0,2,2,3,14,0.72,0.631,0.622,0.74,0.245,6.95,6.48,4.12,4.08,72.0,7.0,13.94,88.3,2.27,85000
30000,27344,73,78,1,30,11,28,4,60,0,1,5,2,2,6,0.88,0.631,0.491,0.693,0.484,4.05,10.43,7.29,1.38,88.0,3.0,7.96,98.0,0.85,85000
10000,22488,20,13,3,8,2,9,1,20,1,0,2,4,5,7,0.86,0.615,0.525,0.659,0.476,6.7,9.06,9.82,4.82,86.0,3.5,5.46,93.7,1.48,85000
5000,3022,66,70,3,29,17,19,1,10,1,1,4,1,4,6,0.88,0.621,0.446,0.607,0.226,3.91,8.93,6.07,1.82,88.0,3.0,8.83,98.0,0.76,85000
15000,7254,59,44,1,35,9,12,3,30,1,1,4,3,3,6,0.88,0.721,0.436,0.693,0.353,5.56,11.32,9.93,1.08,88.0,3.0,6.82,98.0,0.76,85000
10000,11666,51,60,1,24,17,8,2,20,1,1,4,2,4,8,0.84,0.506,0.637,0.762,0.272,5.68,10.49,9.38,4.45,84.0,4.0,8.24,97.8,0.94,85000
5000,5639,39,44,1,24,7,7,1,10,1,1,3,3,2,16,0.6799999999999999,0.334,0.45,0.829,0.334,6.53,10.2,9.96,2.88,68.0,8.0,8.95,93.0,1.83,85000
30000,18195,26,16,3,12,3,9,2,60,0,0,2,3,4,14,0.72,0.669,0.406,0.87,0.51,4.97,8.3,4.62,4.26,72.0,7.0,9.27,85.2,3.24,85000
15000,31762,70,81,3,35,14,19,2,30,1,1,5,3,4,19,0.62,0.649,0.645,0.598,0.508,7.02,7.5,4.25,1.82,62.0,9.5,10.91,93.9,1.76,85000
15000,26527,33,37,2,13,10,9,1,30,1,1,3,4,5,10,0.8,0.593,0.578,0.871,0.315,4.39,8.64,6.14,3.95,80.0,5.0,6.59,96.4,1.29,85000
30000,14974,53,44,1,20,9,20,4,60,0,1,4,3,2,15,0.7,0.765,0.62,0.81,0.227,4.02,11.85,8.16,3.25,70.0,7.5,9.45,90.2,2.24,85000
5000,10220,69,70,1,38,14,14,3,10,1,0,5,3,2,9,0.8200000000000001,0.622,0.561,0.762,0.563,7.97,10.26,9.57,4.43,82.0,4.5,7.18,97.6,1.08,85000
10000,7001,74,79,2,39,12,21,2,20,1,1,5,2,7,16,0.6799999999999999,0.492,0.581,0.68,0.47,3.92,8.4,4.41,3.39,68.0,8.0,14.44,94.0,1.49,85000
10000,17300,47,50,2,23,7,15,2,20,0,1,3,2,7,3,0.94,0.459,0.575,0.875,0.314,5.29,9.93,9.07,2.01,94.0,1.5,6.68,96.5,0.94,85000
5000,3171,98,103,1,41,24,27,6,10,1,1,5,4,2,1,0.98,0.8,0.554,0.721,0.366,3.74,7.82,5.48,4.2,98.0,0.5,5.0,98.0,0.5,85000
30000,67083,60,50,1,34,6,16,4,60,1,1,4,3,4,19,0.62,0.317,0.496,0.69,0.494,4.63,7.17,5.38,4.56,62.0,9.5,12.3,91.1,1.93,85000
10000,17031,57,54,2,30,10,12,5,20,1,1,5,1,3,7,0.86,0.767,0.687,0.739,0.208,3.53,11.0,8.98,4.78,86.0,3.5,10.77,98.0,0.68,85000
15000,17930,72,75,2,23,18,28,3,30,1,0,5,1,6,3,0.94,0.557,0.649,0.593,0.351,6.96,9.17,6.41,1.12,94.0,1.5,7.65,98.0,0.5,85000
5000,5414,33,28,3,15,8,8,2,10,0,0,2,1,3,2,0.96,0.416,0.555,0.792,0.458,3.78,9.78,7.44,3.23,96.0,1.0,6.69,93.6,1.32,85000
10000,5335,34,35,1,15,6,12,1,20,0,1,2,4,5,19,0.62,0.688,0.621,0.857,0.282,7.29,7.81,9.65,2.12,62.0,9.5,9.25,84.6,3.23,85000
5000,3555,42,36,3,19,8,14,1,10,1,0,4,1,6,14,0.72,0.784,0.635,0.59,0.321,3.49,9.87,5.08,2.03,72.0,7.0,13.67,92.9,1.85,85000
30000,64144,25,26,2,7,8,9,1,60,1,0,2,3,3,4,0.92,0.775,0.601,0.664,0.391,6.28,10.94,6.25,4.67,92.0,2.0,5.75,95.2,1.15,85000
10000,11724,54,61,3,18,15,18,3,20,1,1,4,1,5,2,0.96,0.455,0.418,0.594,0.306,7.97,7.41,5.44,3.75,96.0,1.0,6.77,98.0,0.5,85000
15000,16451,27,25,2,12,8,7,0,30,1,0,2,3,4,11,0.78,0.577,0.647,0.645,0.505,7.23,10.93,7.9,3.87,78.0,5.5,8.92,91.7,1.93,85000
30000,54717,76,78,2,46,16,12,2,60,0,0,5,1,6,3,0.94,0.686,0.588,0.623,0.354,4.53,9.57,6.0,3.9,94.0,1.5,6.68,98.0,0.58,85000
15000,12413,87,62,3,42,21,19,5,30,1,1,5,4,5,9,0.8200000000000001,0.493,0.44,0.574,0.506,5.99,9.01,7.74,1.55,82.0,4.5,5.59,98.0,0.86,85000
30000,24806,64,60,3,25,18,19,2,60,0,1,4,3,3,14,0.72,0.34,0.652,0.831,0.329,4.49,7.83,8.87,4.33,72.0,7.0,10.3,90.5,2.11,85000
15000,7872,32,23,3,11,10,10,1,30,0,1,3,3,3,18,0.64,0.697,0.418,0.742,0.535,4.86,8.73,8.19,1.27,64.0,9.0,9.38,86.2,2.86,85000
30000,71928,54,52,3,24,15,14,1,60,1,1,4,4,4,5,0.9,0.471,0.438,0.74,0.35,7.08,8.58,8.01,2.23,90.0,2.5,5.0,98.0,0.67,85000
5000,3516,59,42,3,33,14,11,1,10,1,1,4,2,3,17,0.6599999999999999,0.673,0.691,0.851,0.247,4.69,7.53,5.06,3.18,66.0,8.5,11.8,92.2,1.75,85000
15000,15033,26,21,2,13,8,4,1,30,0,0,2,2,3,7,0.86,0.49,0.657,0.531,0.43,6.51,8.89,5.53,2.31,86.0,3.5,7.94,90.1,2.12,85000
15000,30994,66,39,3,40,12,12,2,30,1,1,5,1,3,18,0.64,0.483,0.534,0.671,0.45,6.67,10.71,7.9,2.75,64.0,9.0,16.29,95.7,1.67,85000
10000,6900,26,31,2,9,5,12,0,20,0,0,2,3,1,8,0.84,0.454,0.696,0.742,0.538,3.36,8.09,8.42,3.62,84.0,4.0,6.5,89.4,2.28,85000
30000,56366,46,54,3,25,8,11,2,60,0,0,3,1,3,7,0.86,0.359,0.628,0.762,0.293,7.87,9.42,9.44,4.44,86.0,3.5,8.61,92.1,1.82,85000
15000,8821,54,58,2,15,17,18,4,30,1,1,4,3,5,18,0.64,0.686,0.477,0.577,0.351,4.96,11.24,7.71,2.62,64.0,9.0,12.01,90.2,1.84,85000
5000,7678,22,13,3,9,6,6,1,10,0,0,2,4,2,6,0.88,0.779,0.528,0.643,0.599,5.66,8.25,6.32,1.78,88.0,3.0,5.0,90.8,1.96,85000
10000,11999,21,19,1,10,6,5,0,20,1,0,2,2,3,19,0.62,0.647,0.419,0.796,0.5,6.26,10.39,4.53,3.91,62.0,9.5,14.19,86.5,2.83,85000
30000,54867,36,35,3,19,7,9,1,60,1,1,3,2,7,9,0.8200000000000001,0.366,0.411,0.658,0.592,3.55,6.61,8.51,2.25,82.0,4.5,8.29,96.3,1.2,85000
30000,59998,22,21,3,15,4,3,0,60,0,0,2,1,4,3,0.94,0.486,0.606,0.628,0.424,4.4,7.0,6.73,1.87,94.0,1.5,7.28,92.9,1.48,83920
5000,5931,48,44,3,23,8,15,2,10,1,1,4,2,2,5,0.9,0.612,0.579,0.564,0.454,5.15,6.11,7.24,4.96,90.0,2.5,7.59,98.0,0.67,85000
15000,22318,89,105,2,42,24,20,3,30,1,0,5,1,7,14,0.72,0.526,0.468,0.565,0.36,6.56,6.26,4.77,1.42,72.0,7.0,12.03,93.7,1.64,85000
5000,2674,16,17,1,7,4,4,1,10,0,0,2,2,7,9,0.8200000000000001,0.741,0.686,0.516,0.224,3.45,10.66,5.14,3.9,82.0,4.5,9.53,88.7,2.44,85000
30000,18136,21,23,3,6,7,6,2,60,0,0,2,4,3,9,0.8200000000000001,0.389,0.423,0.835,0.59,3.44,10.88,9.16,1.48,82.0,4.5,5.99,88.7,2.44,85000
10000,11849,42,26,3,15,7,18,2,20,1,0,4,1,7,8,0.84,0.536,0.583,0.543,0.424,3.37,9.27,7.32,4.5,84.0,4.0,9.36,97.6,1.18,85000
30000,45361,56,62,2,29,15,10,2,60,1,0,4,4,5,15,0.7,0.457,0.661,0.724,0.555,5.06,8.06,7.04,1.25,70.0,7.5,7.09,93.0,1.96,85000
15000,17770,37,32,3,15,6,13,3,30,1,0,3,4,7,4,0.92,0.468,0.505,0.58,0.571,3.87,11.3,6.43,2.08,92.0,2.0,5.0,96.8,0.94,85000
10000,23359,52,32,3,26,16,8,2,20,1,1,4,3,1,2,0.96,0.794,0.578,0.564,0.276,6.58,6.3,6.88,1.59,96.0,1.0,5.39,98.0,0.5,85000
15000,10205,29,18,1,12,5,12,0,30,1,0,2,1,5,14,0.72,0.582,0.512,0.81,0.554,3.3,9.81,5.91,3.33,72.0,7.0,13.54,88.7,2.27,85000
5000,10701,33,25,2,22,5,5,1,10,0,1,3,4,4,13,0.74,0.475,0.594,0.546,0.237,6.3,9.28,6.58,1.61,74.0,6.5,7.64,90.7,2.22,85000
10000,21359,27,31,3,13,5,8,1,20,0,1,3,3,6,8,0.84,0.522,0.59,0.755,0.517,4.44,10.62,6.64,3.68,84.0,4.0,6.58,93.3,1.58,85000
10000,24173,47,50,3,23,9,12,3,20,0,0,3,3,2,3,0.94,0.687,0.639,0.679,0.329,6.79,10.76,8.17,1.13,94.0,1.5,5.0,94.9,1.18,85000
10000,4858,42,26,1,18,11,12,1,20,1,1,4,1,5,13,0.74,0.76,0.498,0.542,0.372,6.93,8.7,5.57,1.11,74.0,6.5,14.84,95.3,1.39,85000
15000,10736,44,43,2,16,12,14,2,30,1,1,3,1,7,1,0.98,0.52,0.444,0.861,0.522,3.36,7.49,8.91,4.21,98.0,0.5,6.44,98.0,0.5,85000
10000,6518,51,46,3,24,10,15,2,20,1,1,3,3,3,10,0.8,0.702,0.619,0.815,0.442,4.22,7.14,9.2,3.9,80.0,5.0,7.95,94.9,1.29,85000
30000,76819,34,29,1,15,8,9,2,60,0,1,4,1,4,6,0.88,0.315,0.438,0.556,0.273,7.02,8.64,4.88,1.4,88.0,3.0,10.01,96.5,1.09,85000
5000,10612,15,12,3,5,2,6,2,10,0,0,2,2,6,7,0.86,0.77,0.475,0.778,0.524,6.51,7.26,5.65,3.27,86.0,3.5,7.57,90.1,2.12,85000
5000,10352,43,44,1,16,11,14,2,10,1,0,3,4,3,15,0.7,0.428,0.508,0.844,0.576,4.1,11.18,5.55,4.88,70.0,7.5,7.84,89.2,2.17,85000
15000,14119,81,95,2,48,12,18,3,30,1,0,5,4,4,8,0.84,0.707,0.581,0.886,0.592,4.77,11.93,9.74,3.56,84.0,4.0,5.0,98.0,0.97,85000
15000,37485,78,91,1,47,17,12,2,30,1,1,5,3,6,6,0.88,0.374,0.69,0.685,0.542,5.33,9.96,4.14,2.0,88.0,3.0,7.31,98.0,0.59,85000
5000,3276,79,85,1,48,17,10,4,10,0,1,5,3,3,8,0.84,0.306,0.631,0.759,0.317,5.47,6.25,5.15,2.7,84.0,4.0,6.2,98.0,1.1,85000
30000,29755,78,88,3,34,21,20,3,60,1,1,5,4,7,10,0.8,0.412,0.42,0.608,0.359,5.21,9.71,9.4,2.32,80.0,5.0,5.76,98.0,0.95,85000
10000,20823,52,54,2,19,15,17,1,20,1,1,4,2,7,8,0.84,0.512,0.494,0.836,0.511,5.68,6.71,7.91,1.26,84.0,4.0,8.08,97.4,0.94,85000
30000,34546,45,34,1,16,11,16,2,60,1,1,4,2,4,18,0.64,0.389,0.41,0.635,0.371,3.31,10.89,6.06,4.65,64.0,9.0,12.2,92.2,1.84,85000
5000,2777,25,15,1,12,6,5,2,10,1,0,3,1,6,16,0.6799999999999999,0.486,0.668,0.558,0.425,7.85,8.07,8.45,4.53,68.0,8.0,15.4,88.4,2.28,85000
5000,4226,63,71,2,31,18,13,1,10,0,1,4,2,1,7,0.86,0.642,0.557,0.76,0.551,4.93,10.62,4.95,3.8,86.0,3.5,7.8,96.7,1.22,85000
30000,53573,62,47,1,31,10,18,3,60,0,1,4,2,5,7,0.86,0.669,0.502,0.9,0.539,4.3,7.17,5.88,2.81,86.0,3.5,9.38,96.8,1.22,85000
10000,18773,50,47,3,15,18,13,4,20,1,1,4,1,2,5,0.9,0.705,0.442,0.813,0.6,7.26,10.51,7.97,2.69,90.0,2.5,9.37,98.0,0.67,85000
15000,15078,53,32,2,31,10,8,4,30,0,1,4,4,1,15,0.7,0.446,0.543,0.662,0.573,3.21,10.1,9.11,4.84,70.0,7.5,8.12,89.9,2.24,85000
5000,10539,35,23,2,15,5,13,2,10,1,1,3,4,7,17,0.6599999999999999,0.382,0.485,0.813,0.384,7.97,8.32,6.78,2.2,66.0,8.5,8.21,91.0,1.92,85000
30000,57442,25,17,1,14,6,3,2,60,1,0,2,3,3,16,0.6799999999999999,0.44,0.524,0.786,0.548,3.91,10.12,6.12,4.92,68.0,8.0,10.28,86.7,2.49,85000
30000,15933,39,28,2,20,10,7,2,60,1,0,3,2,5,17,0.6599999999999999,0.585,0.593,0.542,0.216,4.65,10.93,6.79,1.89,66.0,8.5,12.88,89.5,2.39,85000
30000,29644,88,86,3,32,22,28,6,60,0,0,5,2,2,14,0.72,0.591,0.546,0.628,0.341,6.37,6.39,7.51,2.11,72.0,7.0,12.48,91.2,2.34,85000
15000,25622,59,57,3,31,17,10,1,30,1,1,4,4,4,17,0.6599999999999999,0.451,0.598,0.628,0.372,3.26,11.96,7.05,1.1,66.0,8.5,9.0,93.8,1.75,85000
10000,8306,33,25,3,12,8,12,1,20,0,0,2,1,1,14,0.72,0.477,0.657,0.511,0.201,4.41,11.48,9.41,3.08,72.0,7.0,14.3,85.2,3.24,85000
30000,76300,63,61,1,28,12,19,4,60,1,1,5,4,5,6,0.88,0.417,0.488,0.728,0.593,4.09,11.92,8.29,4.3,88.0,3.0,5.0,98.0,0.59,85000
15000,28775,48,38,1,19,11,15,3,30,1,0,4,3,2,7,0.86,0.415,0.403,0.887,0.437,6.6,9.91,4.87,3.38,86.0,3.5,6.12,96.5,1.06,85000
